German,English,auffreuen,to look forward to
German,English,überstanden,survived
German,English,überfordert,Overwhelmed
German,English,reagieren,react
German,English,wagen,dare
German,English,eher,rather
German,English,aufpassen,watch out
German,English,verdienen,to earn
German,English,inhalt,content
English,German,criminals,Verbrecher
German,English,hält die klappe,Holds the flap
German,English,leistung,power
German,English,ernstem,serious
English,German,serious,ernst
English,German,accustom,gewöhnen
English,German,jealous,eifersüchtig
German,English,klug,wise
German,English,Seele,soul
English,German,horrible,schrecklich
German,English,dagegen,on the other hand
English,German,i don't mind,Ich habe nichts dagegen
English,German,instead,stattdessen
German,English,dafür,for this
English,German,weather,Wetter
English,German,strange,komisch
German,English,seltsam,strange
English,German,deer,Hirsch
German,English,Jäger,Hunter
German,English,Geweih,antler
German,English,saite,string
German,Spanish,streber,empollón
German,English,rumkauen,chew
German,English,wach,awake
German,English,schlimmer,worse
German,English,sonst,otherwise
English,German,hug,Umarmung
German,English,korkzieher,Corkscrew
English,German,touch,berühren
English,German,move,Bewegung
German,English,beeilen,hurry
English,German,skin,Haut
German,English,sachen,stuff
German,English,erschrecken,scare
English,German,lazy,faul
English,German,climb,steigen
German,English,tatsäch,Actual
English,German,keep occupied,beschäftigen
German,English,erkennen,recognize
German,English,ärgeren,annoy
German,English,komisch,funny
German,English,klug,Wise
English,German,include,einschließen
English,German,the cap,die Kappe
German,English,würdig,worthy
English,German,worth,wert
English,German,even though,obwohl
German,English,morgenmuffel,Morning muffle
German,English,günstig,Cheap
German,English,erfahren,Experience
English,German,ponytail hair,Pferdeschwanz Haar
English,German,breathe,atmen
English,German,holes,Löcher
English,German,cloud,Wolke
German,English,ahnung,idea
German,English,daumen drücken,Fingers crossed
Spanish,German,liebre,Hase
German,English,steif,stiff
German,English,laut,according to
English,German,effort,Anstrengung
English,German,cheat,betrügen
German,English,vorteil,advantage
German,English,beschleunigen,accelerate
German,English,teilchen,Particles
English,German,on the other hand,andererseits
English,German,slope,Steigung
Spanish,German,hortera,knallig
English,German,probably,wahrscheinlich
German,English,witz,wit
English,German,butterfly,Schmetterling
English,German,expect,erwarten von
English,German,rusty,rostig
German,English,berühren,touch
English,German,at the same time,gleichzeitig
English,German,simultaneously,gleichzeitig
English,German,curious,neugierig
English,German,former,ehemalige
English,German,surprise,überraschen
English,German,nervous,nervös
English,German,artificial,Künstlich
English,German,clumsy,ungeschickt
Spanish,English,enpalagoso,cloying
German,English,raten,Advise
English,German,avoid,vermeiden
English,German,deserve,verdienen
German,English,bremsstrahlung,Brake radiation
English,German,brake,Bremse
German,English,selbst,even
English,German,promise,versprechen
English,German,complain,beschweren
English,German,caress,streicheln
German,English,gelungen,Successful
German,English,Kichererbsen,Chickpeas
German,English,Besen,broom
German,English,Pech,bad luck
Italian,German,Che sfiga,Was für ein Pech
German,English,bekifft,stoned
German,English,helden,Hero
German,Spanish,vernaschen,comerse
German,English,flotte,fleet
English,German,dangerous,gefährlich
English,German,violent,heftig
German,English,eregen,Erect
German,English,süchtig,addicted
German,English,schieben,Slide
English,German,naked,nackt
German,English,anstecken,Infect
German,English,ständig,Constantly
English,German,iron,Eisen
English,German,hangover,Kater
German,English,laster,Vice
German,English,einweihen,Inaugurate
German,English,hinzufügen,Add
English,German,waiter,Bedienung
German,English,kündigen,cancel
German,English,auftrag,assignment
German,English,ersticken,Suffocate
German,English,bemühen,Endeavor
German,English,stickstoff,nitrogen
English,German,baptized,Getauft
English,German,documents,Unterlagen
English,German,shy,schüchtern
German,English,gedächtnis,memory
German,English,pimmel,willie
English,German,peace pipe,Frieden Pfeife
German,English,hintereinander,behind each other
German,English,schwitzen,sweat
German,English,hässlich,ugly
German,English,Klapse,Slaps
German,English,wegen,because of
German,English,vertrauen,trust
German,English,unersättlich,insatiable
German,English,starren,Stare
English,German,trap,Falle
German,English,entsprechend,Correspondingly
German,English,verdammt,damned
German,English,Versteck,Hiding place
German,English,geheimnis,secret
German,English,Schluck,Sip
German,English,geschellschaft,society
German,English,lebhaft,Lively
German,English,enttäuschung,disappointment
English,German,suit,Anzug
German,English,Mut,courage
German,English,eilig,hurried
English,German,distract,ablenken
German,English,verhandeln,negotiate
German,English,verschluckt,Swallowed
English,German,armpit,Achsel
German,English,beleidigen,offend
German,English,gehorchen,to obey
German,English,umsonst,For free
German,English,aufregend,exciting
German,English,Verabredung,meeting
German,English,opfer,Victim
German,English,Strafen,Punish
German,English,eile,Hurry
German,English,abnutzten,Worn out
German,English,becken,pool
German,English,Schicksal,fate
German,English,verurteilen,To condemn
German,English,vernünftig,reasonable
German,English,Unfähig,Unable
German,English,wettmachen,To make up for
German,English,erwähnen,mention
German,English,stummer,Mute
German,English,gewalt,violence
German,English,bloß,just
German,English,pennen,sleep
German,English,wuschelig,Cuddly
German,English,stören,to disturb
German,English,angenehm,enjoyable
German,English,verknallt,Crush
German,English,Gletscher,glacier
English,German,glue,kleben
English,German,skip,überspringen
English,German,permanent,Dauerhaft
German,English,Haufen,heap
German,English,verraten,betray
German,English,pummelig,chubby
German,English,Ereignis,event
German,English,pelz,fur
German,English,anwendung,application
German,English,geeignet,suitable
English,German,flattered,Geschmeichelt
English,German,gently,sanft
German,English,teilweise,partially
German,English,entjungfert,Deflowered
English,German,condition,Bedingung
English,German,advantage,Vorteil
German,English,hübsche,Pretty
German,English,umfeld,environment
German,English,schoss,lap
German,English,versessen,Obsessed
German,English,nüchtern,sober
German,Spanish,zestört,destruido
German,English,verbringen,spend
German,English,verwandeln,transform
German,English,hemmung,inhibition
German,English,furzen,fart
German,English,unbedingt,necessarily
German,English,schwindel,dizziness
German,English,verwirrende,confusing
German,English,vertreter,representative
German,English,korb,basket
English,German,cheater,Betrüger
German,English,blüten,blossoms
German,English,erholen,recover
German,English,vielfältigen,diverse
German,English,verfügt über,has
German,English,Vieh,cattle
German,English,Nebensaison,low season
German,English,schollen,flounders
German,English,verzehr,consumption
German,English,stange,pole
English,German,bike frame,"Fahrradgestell, Motorradgestell"
German,English,Rolladen,shutters
German,English,vergnügen,pleasure
German,English,geschwiegen,silent
German,English,pfirsich,peach
English,German,generous,großzügig
German,English,wahrnehmung,perception
German,English,abspalten,split off
English,German,despair,Verzweiflung
English,German,delusion,Täuschung
Spanish,German,sobornar,Bestechung
Spanish,German,peonza,Top
English,German,flatter,schmeicheln
German,English,Wesen,being
German,English,wütend,angry
German,English,unbegreiflich,incomprehensible
German,English,verschwinden,disappear
German,English,Furcht,fear
German,English,Geschöpfe,creatures
German,English,einzigartig,unique
German,English,schlicht,simple
German,English,merkwürdigen,strange
German,English,naheliegend,obvious
German,English,ereignet,occurred
German,English,ergab,revealed
German,English,lediglich,only
German,English,ewig,forever
German,English,umständlich,awkward
German,English,geringste,least
German,English,behaupten,claim
German,English,zweckmäßig,expedient
Spanish,English,percutir,strike
Spanish,English,cohabitar,cohabit
German,Spanish,Vögeln,joder
German,English,rächen,revenge
English,German,deaf,taub
German,English,irre,crazy
German,English,Schlitten,sled
German,English,gewickelt,wound
English,German,take for granted,etw. als gegeben annehmen
German,Spanish,grübeln,cría
German,English,grübeln,brood
Spanish,German,cajón,Schublade
Spanish,German,abismo,Abgrund
English,German,confess,bekennen
German,English,abgeneigt,averse
German,English,voraussetzen,presuppose
German,English,betrachtet,considered
German,English,angewandte,Applied
German,English,wahrnehmen,perceive
German,English,Begriff,term
German,English,beharrlich,persevering
Italian,English,sviluppano,develop
English,German,threaten,drohen
German,English,berüchtigte,infamous
German,English,mithalten,keep up
German,English,sich stalten,to shape oneself
German,English,darlegen,expound
German,English,einwand,objection
German,English,einleben,settle down
German,English,jeglicher,any
German,English,finster,dark
German,English,zwingen,to force
English,German,bait,Köder
English,German,kitchy,kitschig
Spanish,English,desembolsar,disburse
German,Spanish,zauber,magia
German,Spanish,Mühlental,Mills
German,English,Kreide,chalk
Italian,Spanish,aggiornamento,actualización
German,English,weben,weave
German,English,gestehen,confess
English,German,inimitable,unnachahmlich
German,English,bereuen,to regret
Italian,English,tessitore,weaver
Italian,Spanish,scordata,olvidó
English,German,encourage,ermutigen
English,Spanish,persnickety,quisquilloso
Spanish,German,matiz,Nuance
German,Spanish,draht zum kollegen,cable al colega
German,English,schlussfolgern,Conclude
German,English,bevorzugen,prefer
German,English,wechselwirkung,interaction
German,English,anreiz,incentive
German,English,i tüpfelchen,icing on the cake
English,Spanish,blithe,alegre
English,German,insinuate,unterstellen
English,German,betray,verraten
German,English,geizig,stingy
German,Spanish,Beamter,funcionarios
French,Spanish,honte,vergüenza
French,Spanish,souhaiter,desear
French,Spanish,envie de,ganas de
French,Spanish,partie,parte
French,Spanish,attend que les flammes lèchent le plafond pour donner l'alarme,esperar a que las llamas lamen el techo para hacer sonar la alarma
French,Spanish,je me marre,Estoy harto
French,Spanish,hasard,oportunidad
French,Spanish,berceau,cuna
French,Spanish,essayer,probar
French,Spanish,épaule,hombro
French,Spanish,têtue,obstinado
French,Spanish,rigolote,divertido
French,Spanish,rusé,astuto
French,Spanish,but,objetivo
French,Spanish,vraisemblablement,probable
French,Spanish,biais,ángulo
French,Spanish,contes,cuentos
French,Spanish,quête,búsqueda
French,Spanish,arrache,lágrimas
French,Spanish,un dragon à vaincre,un dragón para vencer
French,Spanish,bat des cils,golpea las pestañas
French,Spanish,ça laisse traîner,se va pasando el rato
French,Spanish,conter fleurette,ligar
French,Spanish,déranger,molestar
French,Spanish,destrier,corcel
French,Spanish,je vous épargne les blagues douteuse,Te estoy perdonando bromas dudosas
French,Spanish,épargner,guardar
French,Spanish,gueule,boca
French,English,faire la gueule,sulk
French,Spanish,épanouissante,el cumplimiento de
French,Spanish,souci,preocuparse
French,Spanish,sages,prudente
French,Spanish,mouillé,mojado
French,Spanish,rouler de pelles,rollo de palas
French,Spanish,démarrer,comienzo
French,Spanish,pucelage,virginidad
French,Spanish,rendre compte,darse cuenta
French,Spanish,gamines,niñas
French,Spanish,débridée,desenfrenado
French,Spanish,drôle,divertido
French,Spanish,laid,feo
French,Spanish,maladroites,torpe
French,Spanish,mec,tío
French,Spanish,prend en levrette,toma estilo perrito
French,Spanish,tromper,engañar
French,Spanish,mise en scène,puesta en escena
French,Spanish,bougies,velas
French,Spanish,sueur,sudor
French,Spanish,pets vaginaux intempestifs,pedos vaginales intempestivos
French,Spanish,"façon ""convulsion épileptique""","manera ""convulsión epiléptica"""
French,Spanish,mal à l'aise,incómodo
French,Spanish,aléas,peligros
French,Spanish,mufle,zoquete
French,Spanish,pâmer,desmayo
French,Spanish,coup de foudre,amor a primera vista
French,Spanish,marrer,risa
French,English,vos souhaits,your wishes
German,English,trommel,drum
German,English,elektroherd,electric stove
German,English,Verführung,seduction
English,German,fishbone,Gräten
English,German,gossip,Klatsch
German,English,herleiten,derive
German,English,schildern,describe
German,English,prägen,shape
German,English,verankert,anchored
German,English,auftreten,occur
German,English,aufstrebend,aspiring
German,English,Bedürfnisse,needs
German,English,beimaß,attributed
German,English,endgültig,finally
German,English,eigenständig,independently
German,English,ereignis,event
German,English,streuMatrix,scattering matrix
German,English,scheitern,fail
German,English,Ausdehnung,expansion
German,English,überschütten,shower
German,English,beschließen,decide on
German,English,laien,laity
German,English,Anregung,stimulation
German,English,ruhm,Fame
German,English,adler,Eagle
German,English,bestechen,bribe
English,German,condemn,verurteilen
German,English,hingabe,dedication
Italian,Spanish,purtroppo,desafortunadamente
English,Spanish,fluke,platija
English,Spanish,steer,dirigir
English,Spanish,brood,cría
English,Spanish,avuncular,de tío
English,Spanish,wring,exprimir
English,Spanish,endow,dotar
German,English,behörden,authorities
English,Spanish,haggard,demacrado
English,Spanish,shrivel,marchitar
English,Spanish,loom,telar
German,Spanish,unbefugt,no autorizado
German,Spanish,yore,antaño
German,English,getäuscht,deceived
English,Spanish,shroud,sudario
English,Spanish,bland,amable
English,Spanish,lisp,ceceo
English,Spanish,writhe,retorcerse
English,Spanish,haphazardly,a trochemoche
English,Spanish,quirky,peculiar
French,Spanish,sournoise,astuto
French,Spanish,fesses,nalgas
French,Spanish,racheter,redimir
French,Spanish,frêle,frágil
French,Spanish,châtain,Castaño de pelo
French,Spanish,cible,objetivo
French,Spanish,vanter,alarde
French,Spanish,chasse,caza
French,Spanish,sanglot,sollozo
French,Spanish,chagrin,dolor
French,Spanish,poings,puños
French,Spanish,embrasser,besar
French,Spanish,fuir,huir
French,Spanish,dos,espalda
French,Spanish,pêche à la truite,pesca de trucha
French,Spanish,espoir,esperanza
English,German,eclipse,Finsternis
English,Spanish,splicing,empalme
German,English,Kerker,prison
German,English,fluchen,curse
German,Spanish,fauchen,silbido
Spanish,German,hambre voraz,Heißhunger
Spanish,German,voraz,unersättlich
Spanish,German,rumor,Gerücht
German,English,bewahren,save
German,Spanish,den Lachs buttern,manteca el salmón
Spanish,German,estrangular la serpiente,ersticken die Schlange
German,Spanish,Banane entsaften,Jugo de plátano
German,English,aufenthalten,stays
English,Spanish,relish,condimento
English,Spanish,seething,hirviente
English,Spanish,squander,malgastar
English,Spanish,heinous,atroz
French,Spanish,escient,con conocimiento de causa
French,Italian,jupe,gonna
French,Italian,fuir,fuggire
French,Italian,voleur,ladro
French,English,étonner,astound
French,Italian,malgré tout,nonostante tutto
English,Spanish,farcical,absurdo
English,Spanish,bolster,reforzar
English,Spanish,brandish,blandir
English,Spanish,slough,mudar
English,Spanish,sojourner,peregrino
English,Spanish,smite,herir
English,Spanish,countenance,rostro
English,Spanish,sojourn,morar
English,Spanish,contrive,idear
English,Spanish,crestfallen,cabizbajo
English,Spanish,inkling,indicio
German,English,unerforschlich,unfathomable
Italian,English,eccoti accontentati!!,here you are satisfied !!
English,Spanish,throes,agonía
English,Spanish,kindliness,bondad
English,Spanish,irk,fastidiar
English,Spanish,acquittal,absolución
English,Spanish,curdling,cuajar
English,Spanish,flay,despellejar
English,Spanish,squabble,disputa común
English,Spanish,ghoul,demonio necrófago
English,Spanish,dalliance,frivolidad
English,Spanish,dally,perder el tiempo
English,Spanish,fray,refriega
German,Italian,vorhanden,disponibile
German,Italian,mästen,ingrassare
German,Italian,verborgen,nascosto
German,Italian,erlauschen,origliare
German,Italian,befehlen,comando
German,Italian,vorziehen,preferire
German,Italian,quellen,gonfiarsi
German,Italian,schimmern,brillare
German,Italian,eule,gufo
German,Italian,begleiter,compagno
German,Italian,wohltäter,benefattore
German,Italian,lohn,salario
German,Italian,unterwürfig,ossequioso
German,Italian,lehm,argilla
German,English,balgten,tussled
German,Italian,scheu,timido
German,Italian,Segensspruch,benedizione
German,Italian,herabbücken,chinarsi
German,Italian,erschauen,contemplare
German,Italian,weichen,cedere
German,Italian,leichtfüßig,agilmente
German,Italian,wälzen,rotolare
German,Italian,begatten,accoppiarsi
German,Italian,geäst,rami
German,Italian,Wesen,essenza
German,Italian,jenseits,oltre
German,Italian,durchdringen,permeare
German,Italian,Gesträuch,boscaglia
German,Italian,ungestüm,impetuoso
German,Italian,gebet,preghiera
German,Spanish,sehnsucht,anhelo
Spanish,Basque,vino,ardoa
Spanish,Basque,poco,gutxi
Basque,English,Ahal dugu,We can
English,Spanish,shrewd,perspicaz
English,Spanish,tryst,cita
English,Spanish,fad,moda
German,English,verblödet,stupid
German,English,Geschöpf,creature
English,Spanish,callow,inexperto
German,English,greis,old man
German,English,Herrlichkeit,glory
English,Spanish,pithy,sustancial
English,Spanish,pouch,bolsa
English,Spanish,trudge,caminar penosamente
English,Spanish,scuffle,pelea
English,Spanish,mongrel,mestizo
English,Spanish,forlorn,abandonado
English,Spanish,beech,la haya
German,English,Folter,torture
German,English,willkürlichen,arbitrary
German,English,abwegig,erroneous
Spanish,Italian,recoger,raccogliere
Italian,Spanish,trarre,dibujar
English,Italian,realize,rendersi conto
Italian,Spanish,matto,loco
Italian,English,anziché,rather than
Spanish,Italian,ajena,altrui
Spanish,Italian,amistad,amicizia
Spanish,Italian,elegir,scegliere
Italian,Spanish,somiglianza,semejanza
English,Spanish,attrition,desgaste
German,English,sagenumwoben,legendary
English,German,unprecedented,beispiellos
English,Spanish,swerve,viraje
Czech,English,slovo,word
Czech,English,dlouhy,long
Czech,English,jmeno,name
Czech,English,ted,now
Czech,English,ted',now'
Czech,English,tady,here
Czech,English,Prosím,Please
English,Czech,see you soon,brzy se uvidíme
Czech,English,nádhera,splendor
Czech,English,Proměny,Transformations
English,Czech,this is my fucking neighborhood,toto je moje zasraná čtvrť
Italian,English,compiutezza,completeness
